#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:Q9Y2D8	uniprotkb:B1AY10	intact:EBI-2212028|uniprotkb:B4DFE3|uniprotkb:J3KR02|uniprotkb:A8K8W0|uniprotkb:D3DT13|uniprotkb:Q6P2P8|uniprotkb:Q6ULS1|uniprotkb:Q7L168|uniprotkb:Q9UIX0|intact:EBI-10964529	intact:EBI-11707102|uniprotkb:Q3U2A7|uniprotkb:Q3UK95|uniprotkb:Q3UMW1|uniprotkb:Q7TPT4|uniprotkb:Q8CC59|uniprotkb:Q9DBC8|uniprotkb:Q9JKW7	psi-mi:adip_human(display_long)|uniprotkb:SSX2IP(gene name)|psi-mi:SSX2IP(display_short)|uniprotkb:KIAA0923(gene name synonym)|uniprotkb:Afadin DIL domain-interacting protein(gene name synonym)|uniprotkb:SSX2-interacting protein(gene name synonym)	psi-mi:nfx1_mouse(display_long)|uniprotkb:Nfx1(gene name)|psi-mi:Nfx1(display_short)|uniprotkb:Nuclear transcription factor, X box-binding protein 1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Kurtulmus et al. (2016)	pubmed:26675238|imex:IM-25299	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-11695166|imex:IM-25299-9	intact-miscore:0.35
uniprotkb:P53971	uniprotkb:P46990	intact:EBI-28638|uniprotkb:D6W1F6	intact:EBI-14522|uniprotkb:D6VW12	psi-mi:fap1_yeast(display_long)|uniprotkb:N2812(orf name)|uniprotkb:YNL023C(locus name)|uniprotkb:FAP1(gene name)|psi-mi:FAP1(display_short)	psi-mi:rl17b_yeast(display_long)|uniprotkb:L20(gene name synonym)|uniprotkb:YL17(gene name synonym)|uniprotkb:Large ribosomal subunit protein uL22-B(gene name synonym)|uniprotkb:RPL17B(gene name)|psi-mi:RPL17B(display_short)|uniprotkb:YJL177W(locus name)|uniprotkb:J0493(orf name)|uniprotkb:RPL20B(gene name synonym)	psi-mi:"MI:0363"(inferred by author)	Gavin et al. (2006)	pubmed:16429126	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-818118	intact-miscore:0.27
uniprotkb:P53971	uniprotkb:P05736	intact:EBI-28638|uniprotkb:D6W1F6	intact:EBI-15328|uniprotkb:D6VTR2	psi-mi:fap1_yeast(display_long)|uniprotkb:N2812(orf name)|uniprotkb:YNL023C(locus name)|uniprotkb:FAP1(gene name)|psi-mi:FAP1(display_short)	psi-mi:rl2_yeast(display_long)|uniprotkb:L5(gene name synonym)|uniprotkb:YL6(gene name synonym)|uniprotkb:RP8(gene name synonym)|uniprotkb:RPL2A(gene name)|psi-mi:RPL2A(display_short)|uniprotkb:RPL5B(gene name synonym)|uniprotkb:YFR031C-A(locus name)|uniprotkb:YFR031BC(orf name)|uniprotkb:RPL2B(gene name)|psi-mi:RPL2B(display_short)|uniprotkb:RPL5A(gene name synonym)|uniprotkb:YIL018W(locus name)	psi-mi:"MI:0363"(inferred by author)	Gavin et al. (2006)	pubmed:16429126	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-818118	intact-miscore:0.27
uniprotkb:P53971	uniprotkb:P10664	intact:EBI-28638|uniprotkb:D6W1F6	intact:EBI-15390|uniprotkb:D6VQ32	psi-mi:fap1_yeast(display_long)|uniprotkb:N2812(orf name)|uniprotkb:YNL023C(locus name)|uniprotkb:FAP1(gene name)|psi-mi:FAP1(display_short)	psi-mi:rl4a_yeast(display_long)|uniprotkb:L2(gene name synonym)|uniprotkb:YL2(gene name synonym)|uniprotkb:RP2(gene name synonym)|uniprotkb:Large ribosomal subunit protein uL4-A(gene name synonym)|uniprotkb:RPL4A(gene name)|psi-mi:RPL4A(display_short)|uniprotkb:RPL2(gene name synonym)|uniprotkb:RPL2A(gene name synonym)|uniprotkb:YBR031W(locus name)|uniprotkb:YBR0315(orf name)	psi-mi:"MI:0363"(inferred by author)	Gavin et al. (2006)	pubmed:16429126	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-818118	intact-miscore:0.44
uniprotkb:P53971	uniprotkb:P26321	intact:EBI-28638|uniprotkb:D6W1F6	intact:EBI-15398|uniprotkb:D6W3N6	psi-mi:fap1_yeast(display_long)|uniprotkb:N2812(orf name)|uniprotkb:YNL023C(locus name)|uniprotkb:FAP1(gene name)|psi-mi:FAP1(display_short)	psi-mi:rl5_yeast(display_long)|uniprotkb:L1(gene name synonym)|uniprotkb:L1a(gene name synonym)|uniprotkb:YL3(gene name synonym)|uniprotkb:Ribosomal 5S RNA-binding protein(gene name synonym)|uniprotkb:Large ribosomal subunit protein uL18(gene name synonym)|uniprotkb:RPL1(gene name synonym)|uniprotkb:RPL1A(gene name synonym)|uniprotkb:RPL5(gene name)|psi-mi:RPL5(display_short)|uniprotkb:YPL131W(locus name)|uniprotkb:LPI14W(orf name)	psi-mi:"MI:0363"(inferred by author)	Gavin et al. (2006)	pubmed:16429126	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-818118	intact-miscore:0.44
uniprotkb:P53971	uniprotkb:P05737	intact:EBI-28638|uniprotkb:D6W1F6	intact:EBI-15422|uniprotkb:D6VU68|uniprotkb:P87029	psi-mi:fap1_yeast(display_long)|uniprotkb:N2812(orf name)|uniprotkb:YNL023C(locus name)|uniprotkb:FAP1(gene name)|psi-mi:FAP1(display_short)	psi-mi:rl7a_yeast(display_long)|uniprotkb:L6(gene name synonym)|uniprotkb:YL8(gene name synonym)|uniprotkb:RP11(gene name synonym)|uniprotkb:Large ribosomal subunit protein uL30-A(gene name synonym)|uniprotkb:YGL076C(locus name)|uniprotkb:RPL7A(gene name)|psi-mi:RPL7A(display_short)|uniprotkb:RPL6A(gene name synonym)|uniprotkb:RPL8A(gene name synonym)|uniprotkb:YL8A(gene name synonym)	psi-mi:"MI:0363"(inferred by author)	Gavin et al. (2006)	pubmed:16429126	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-818118	intact-miscore:0.44
uniprotkb:P53971	uniprotkb:P05317	intact:EBI-28638|uniprotkb:D6W1F6	intact:EBI-15447|uniprotkb:D6VYX8	psi-mi:fap1_yeast(display_long)|uniprotkb:N2812(orf name)|uniprotkb:YNL023C(locus name)|uniprotkb:FAP1(gene name)|psi-mi:FAP1(display_short)	psi-mi:rla0_yeast(display_long)|uniprotkb:Large ribosomal subunit protein uL10(gene name synonym)|uniprotkb:RPP0(gene name)|psi-mi:RPP0(display_short)|uniprotkb:L10E(gene name synonym)|uniprotkb:RPA0(gene name synonym)|uniprotkb:RPL10E(gene name synonym)|uniprotkb:RPLA0(gene name synonym)|uniprotkb:YLR340W(locus name)|uniprotkb:L8300.8(orf name)|uniprotkb:L10e(gene name synonym)	psi-mi:"MI:0363"(inferred by author)	Gavin et al. (2006)	pubmed:16429126	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-818118	intact-miscore:0.44
uniprotkb:P53971	uniprotkb:P0C0W1	intact:EBI-28638|uniprotkb:D6W1F6	intact:EBI-16090|uniprotkb:D6VW01|uniprotkb:P04648	psi-mi:fap1_yeast(display_long)|uniprotkb:N2812(orf name)|uniprotkb:YNL023C(locus name)|uniprotkb:FAP1(gene name)|psi-mi:FAP1(display_short)	psi-mi:rs22a_yeast(display_long)|uniprotkb:S24(gene name synonym)|uniprotkb:YS22(gene name synonym)|uniprotkb:RP50(gene name synonym)|uniprotkb:YP58(gene name synonym)|uniprotkb:Small ribosomal subunit protein uS8-A(gene name synonym)|uniprotkb:RPS22A(gene name)|psi-mi:RPS22A(display_short)|uniprotkb:RPS24(gene name synonym)|uniprotkb:RPS24A(gene name synonym)|uniprotkb:YJL190C(locus name)|uniprotkb:J0355(orf name)	psi-mi:"MI:0363"(inferred by author)	Gavin et al. (2006)	pubmed:16429126	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-818118	intact-miscore:0.27
uniprotkb:P53971	uniprotkb:Q3E7Y3	intact:EBI-28638|uniprotkb:D6W1F6	intact:EBI-783138|uniprotkb:D6VZ04|uniprotkb:P04648	psi-mi:fap1_yeast(display_long)|uniprotkb:N2812(orf name)|uniprotkb:YNL023C(locus name)|uniprotkb:FAP1(gene name)|psi-mi:FAP1(display_short)	psi-mi:rs22b_yeast(display_long)|uniprotkb:Small ribosomal subunit protein uS8-B(gene name synonym)|uniprotkb:S24(gene name synonym)|uniprotkb:YS22(gene name synonym)|uniprotkb:RP50(gene name synonym)|uniprotkb:YP58(gene name synonym)|uniprotkb:RPS22B(gene name)|psi-mi:RPS22B(display_short)|uniprotkb:RPS24B(gene name synonym)|uniprotkb:YLR367W(locus name)|uniprotkb:L8039.6(orf name)	psi-mi:"MI:0363"(inferred by author)	Gavin et al. (2006)	pubmed:16429126	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-818118	intact-miscore:0.27
uniprotkb:P53971	uniprotkb:P05754	intact:EBI-28638|uniprotkb:D6W1F6	intact:EBI-16170|uniprotkb:A2TBP0|uniprotkb:P22801|uniprotkb:D3DM09|uniprotkb:A2TBM0	psi-mi:fap1_yeast(display_long)|uniprotkb:N2812(orf name)|uniprotkb:YNL023C(locus name)|uniprotkb:FAP1(gene name)|psi-mi:FAP1(display_short)	psi-mi:rs8_yeast(display_long)|uniprotkb:RPS14A(gene name synonym)|uniprotkb:RPS14B(gene name synonym)|uniprotkb:S14(gene name synonym)|uniprotkb:YS9(gene name synonym)|uniprotkb:RP19(gene name synonym)|uniprotkb:RPS8A(gene name)|psi-mi:RPS8A(display_short)|uniprotkb:YBL072C(locus name)|uniprotkb:YBL0613(orf name)|uniprotkb:YBL06.05(orf name)|uniprotkb:RPS8B(gene name)|psi-mi:RPS8B(display_short)|uniprotkb:YER102W(locus name)	psi-mi:"MI:0363"(inferred by author)	Gavin et al. (2006)	pubmed:16429126	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-818118	intact-miscore:0.27
uniprotkb:P53971	uniprotkb:P32905	intact:EBI-28638|uniprotkb:D6W1F6	intact:EBI-16032|uniprotkb:D6VUZ7	psi-mi:fap1_yeast(display_long)|uniprotkb:N2812(orf name)|uniprotkb:YNL023C(locus name)|uniprotkb:FAP1(gene name)|psi-mi:FAP1(display_short)	psi-mi:rssa1_yeast(display_long)|uniprotkb:Nucleic acid-binding protein NAB1A(gene name synonym)|uniprotkb:YGR214W(locus name)|uniprotkb:Small ribosomal subunit protein uS2-A(gene name synonym)|uniprotkb:RPS0A(gene name)|psi-mi:RPS0A(display_short)|uniprotkb:NAB1(gene name synonym)|uniprotkb:NAB1A(gene name synonym)|uniprotkb:YST1(gene name synonym)	psi-mi:"MI:0363"(inferred by author)	Gavin et al. (2006)	pubmed:16429126	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-818118	intact-miscore:0.44
uniprotkb:P53971	uniprotkb:P34226	intact:EBI-28638|uniprotkb:D6W1F6	intact:EBI-17303|uniprotkb:D6VPT8|uniprotkb:Q02215	psi-mi:fap1_yeast(display_long)|uniprotkb:N2812(orf name)|uniprotkb:YNL023C(locus name)|uniprotkb:FAP1(gene name)|psi-mi:FAP1(display_short)	psi-mi:skt5_yeast(display_long)|uniprotkb:SKT5(gene name)|psi-mi:SKT5(display_short)|uniprotkb:CAL2(gene name synonym)|uniprotkb:CHS4(gene name synonym)|uniprotkb:CSD4(gene name synonym)|uniprotkb:YBL061C(locus name)|uniprotkb:YBL0506(orf name)|uniprotkb:YBL0519(orf name)	psi-mi:"MI:0363"(inferred by author)	Gavin et al. (2006)	pubmed:16429126	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-818118	intact-miscore:0.27
uniprotkb:P53971	uniprotkb:P40449	intact:EBI-28638|uniprotkb:D6W1F6	intact:EBI-25311|uniprotkb:D6VVC5	psi-mi:fap1_yeast(display_long)|uniprotkb:N2812(orf name)|uniprotkb:YNL023C(locus name)|uniprotkb:FAP1(gene name)|psi-mi:FAP1(display_short)	psi-mi:yiq1_yeast(display_long)|uniprotkb:YIL161W(locus name)	psi-mi:"MI:0363"(inferred by author)	Gavin et al. (2006)	pubmed:16429126	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-818118	intact-miscore:0.63
uniprotkb:Q84P66	uniprotkb:Q6H6T1	intact:EBI-627568	intact:EBI-627508	psi-mi:q84p66_orysj(display_long)	psi-mi:q6h6t1_orysj(display_long)|uniprotkb:OSNPB_020648100(orf name)|uniprotkb:Os02g0648100(locus name)	psi-mi:"MI:0018"(two hybrid)	Cooper et al. (2003)	pubmed:12684538	taxid:39947(orysj)|taxid:39947("Oryza sativa subsp. japonica (Rice)")	taxid:39947(orysj)|taxid:39947("Oryza sativa subsp. japonica (Rice)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-628838	intact-miscore:0.37
uniprotkb:P53971	uniprotkb:P47068	intact:EBI-28638|uniprotkb:D6W1F6	intact:EBI-3437|uniprotkb:D6VWG0|uniprotkb:P47067|uniprotkb:Q8X1F4	psi-mi:fap1_yeast(display_long)|uniprotkb:N2812(orf name)|uniprotkb:YNL023C(locus name)|uniprotkb:FAP1(gene name)|psi-mi:FAP1(display_short)	psi-mi:bbc1_yeast(display_long)|uniprotkb:J1286(orf name)|uniprotkb:J1305(orf name)|uniprotkb:YJL021C(orf name)|uniprotkb:YJL020C(locus name)|uniprotkb:Protein BBC1(gene name synonym)|uniprotkb:BBC1(gene name)|psi-mi:BBC1(display_short)|uniprotkb:MTI1(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Tong et al. (2002)	pubmed:11743162|mint:MINT-5214930	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-601243	intact-miscore:0.37
uniprotkb:P53971	uniprotkb:Q07953	intact:EBI-28638|uniprotkb:D6W1F6	intact:EBI-27124|uniprotkb:D6VY24	psi-mi:fap1_yeast(display_long)|uniprotkb:N2812(orf name)|uniprotkb:YNL023C(locus name)|uniprotkb:FAP1(gene name)|psi-mi:FAP1(display_short)	psi-mi:sdo1_yeast(display_long)|uniprotkb:YLR022C(locus name)|uniprotkb:SDO1(gene name)|psi-mi:SDO1(display_short)	psi-mi:"MI:0397"(two hybrid array)	Hazbun et al. (2003)	pubmed:14690591	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-857977	author score:2|intact-miscore:0.37
uniprotkb:P53971	uniprotkb:Q05583	intact:EBI-28638|uniprotkb:D6W1F6	intact:EBI-32145|uniprotkb:D6VSQ1	psi-mi:fap1_yeast(display_long)|uniprotkb:N2812(orf name)|uniprotkb:YNL023C(locus name)|uniprotkb:FAP1(gene name)|psi-mi:FAP1(display_short)	psi-mi:ciao1_yeast(display_long)|uniprotkb:YDR267C(locus name)|uniprotkb:CIA1(gene name)|psi-mi:CIA1(display_short)	psi-mi:"MI:0397"(two hybrid array)	Hazbun et al. (2003)	pubmed:14690591	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-854234	author score:2|intact-miscore:0.37
uniprotkb:Q18034	uniprotkb:P53806	intact:EBI-323071	intact:EBI-323055|uniprotkb:Q9U6V5	psi-mi:nfx1_caeel(display_long)|uniprotkb:nfx-1(gene name)|psi-mi:nfx-1(display_short)|uniprotkb:tag-182(gene name synonym)|uniprotkb:C16A3.7(orf name)	psi-mi:rcanl_caeel(display_long)|uniprotkb:rcan-1(gene name)|psi-mi:rcan-1(display_short)|uniprotkb:Down syndrome candidate region 1-like protein(gene name synonym)|uniprotkb:Regulator of calcineurin(gene name synonym)|uniprotkb:dscr1l(gene name synonym)|uniprotkb:rcn-1(gene name synonym)|uniprotkb:F54E7.7(orf name)	psi-mi:"MI:0398"(two hybrid pooling approach)	Li et al. (2004)	pubmed:14704431|imex:IM-16523|mint:MINT-5216848	taxid:6239(caeel)|taxid:6239(Caenorhabditis elegans)	taxid:6239(caeel)|taxid:6239(Caenorhabditis elegans)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-338180|imex:IM-16523-1613	author score:NON_CORE|intact-miscore:0.37
uniprotkb:Q9VZF2	uniprotkb:Q9VGU7	intact:EBI-118895|uniprotkb:Q52KA5	intact:EBI-142527	psi-mi:q9vzf2_drome(display_long)|uniprotkb:cg15011(gene name)|psi-mi:cg15011(display_short)|uniprotkb:Dmel\CG15011(gene name synonym)|uniprotkb:CG15011(orf name)|uniprotkb:Dmel_CG15011(orf name)	psi-mi:q9vgu7_drome(display_long)|uniprotkb:Dmel\CG14696(gene name)|psi-mi:Dmel\CG14696(display_short)|uniprotkb:CG14696(orf name)|uniprotkb:Dmel_CG14696(orf name)	psi-mi:"MI:0018"(two hybrid)	Giot et al. (2003)	pubmed:14605208|imex:IM-16524|mint:MINT-5216804	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-238724|imex:IM-16524-9532	author score:0.33|author score:low|intact-miscore:0.37
uniprotkb:Q9VZF2	uniprotkb:Q9VGV7	intact:EBI-118895|uniprotkb:Q52KA5	intact:EBI-159078	psi-mi:q9vzf2_drome(display_long)|uniprotkb:cg15011(gene name)|psi-mi:cg15011(display_short)|uniprotkb:Dmel\CG15011(gene name synonym)|uniprotkb:CG15011(orf name)|uniprotkb:Dmel_CG15011(orf name)	psi-mi:q9vgv7_drome(display_long)|uniprotkb:Dmel\CG4570(gene name)|psi-mi:Dmel\CG4570(display_short)|uniprotkb:CG4570(orf name)|uniprotkb:Dmel_CG4570(orf name)	psi-mi:"MI:0018"(two hybrid)	Giot et al. (2003)	pubmed:14605208|imex:IM-16524|mint:MINT-5216804	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-240982|imex:IM-16524-10069	author score:0.31|author score:low|intact-miscore:0.62
uniprotkb:Q9VZF2	uniprotkb:P54623	intact:EBI-118895|uniprotkb:Q52KA5	intact:EBI-193803|uniprotkb:Q5BIF5|uniprotkb:Q86NP3|uniprotkb:Q8IHE5|uniprotkb:Q8ML65|uniprotkb:Q9V6P7|uniprotkb:Q9V6P8|uniprotkb:A0A0B4K705|uniprotkb:E1JH56	psi-mi:q9vzf2_drome(display_long)|uniprotkb:cg15011(gene name)|psi-mi:cg15011(display_short)|uniprotkb:Dmel\CG15011(gene name synonym)|uniprotkb:CG15011(orf name)|uniprotkb:Dmel_CG15011(orf name)	psi-mi:cnn_drome(display_long)|uniprotkb:Arr(gene name synonym)|uniprotkb:cnn(gene name)|psi-mi:cnn(display_short)|uniprotkb:CG4832(orf name)|uniprotkb:Protein arrow(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Giot et al. (2003)	pubmed:14605208|imex:IM-16524|mint:MINT-5216804	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-240986|imex:IM-16524-10068	author score:0.24|author score:low|intact-miscore:0.37
uniprotkb:Q9VZF2	uniprotkb:Q9VNZ7	intact:EBI-118895|uniprotkb:Q52KA5	intact:EBI-141201	psi-mi:q9vzf2_drome(display_long)|uniprotkb:cg15011(gene name)|psi-mi:cg15011(display_short)|uniprotkb:Dmel\CG15011(gene name synonym)|uniprotkb:CG15011(orf name)|uniprotkb:Dmel_CG15011(orf name)	psi-mi:q9vnz7_drome(display_long)|uniprotkb:Dmel\CG11248(gene name)|psi-mi:Dmel\CG11248(display_short)|uniprotkb:CG11248(orf name)|uniprotkb:Dmel_CG11248(orf name)	psi-mi:"MI:0018"(two hybrid)	Giot et al. (2003)	pubmed:14605208|imex:IM-16524|mint:MINT-5216804	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-212043|imex:IM-16524-3330	author score:0.21|author score:low|intact-miscore:0.37
uniprotkb:Q9VZF2	intact:EBI-170331	intact:EBI-118895|uniprotkb:Q52KA5	-	psi-mi:q9vzf2_drome(display_long)|uniprotkb:cg15011(gene name)|psi-mi:cg15011(display_short)|uniprotkb:Dmel\CG15011(gene name synonym)|uniprotkb:CG15011(orf name)|uniprotkb:Dmel_CG15011(orf name)	psi-mi:q9w290_drome(display_short)|psi-mi:EBI-170331(display_long)|uniprotkb:CG11061(orf name)|uniprotkb:GM130(gene name)|psi-mi:GM130(display_short)|uniprotkb:Dmel_CG11061(orf name)	psi-mi:"MI:0018"(two hybrid)	Giot et al. (2003)	pubmed:14605208|imex:IM-16524|mint:MINT-5216804	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-209051|imex:IM-16524-2655	author score:0.17|author score:low|intact-miscore:0.37
uniprotkb:P53971	uniprotkb:P36068	intact:EBI-28638|uniprotkb:D6W1F6	intact:EBI-26866|uniprotkb:D6VX65	psi-mi:fap1_yeast(display_long)|uniprotkb:N2812(orf name)|uniprotkb:YNL023C(locus name)|uniprotkb:FAP1(gene name)|psi-mi:FAP1(display_short)	psi-mi:she2_yeast(display_long)|uniprotkb:SHE2(gene name)|psi-mi:SHE2(display_short)|uniprotkb:YKL130C(locus name)	psi-mi:"MI:0018"(two hybrid)	Uetz et al. (2000)	pubmed:10688190|mint:MINT-5212268	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-390294	intact-miscore:0.37
uniprotkb:P53971	uniprotkb:P19524	intact:EBI-28638|uniprotkb:D6W1F6	intact:EBI-11659|uniprotkb:D6W323	psi-mi:fap1_yeast(display_long)|uniprotkb:N2812(orf name)|uniprotkb:YNL023C(locus name)|uniprotkb:FAP1(gene name)|psi-mi:FAP1(display_short)	psi-mi:myo2_yeast(display_long)|uniprotkb:Class V unconventional myosin MYO2(gene name synonym)|uniprotkb:Type V myosin heavy chain MYO2(gene name synonym)|uniprotkb:Cell division control protein 66(gene name synonym)|uniprotkb:MYO2(gene name)|psi-mi:MYO2(display_short)|uniprotkb:CDC66(gene name synonym)|uniprotkb:YOR326W(locus name)|uniprotkb:O6167(orf name)	psi-mi:"MI:0676"(tandem affinity purification)	Krogan et al. (2006)	pubmed:16554755|imex:IM-15332|mint:MINT-5218454	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-7424635|mint:MINT-2162813|imex:IM-15332-5114	intact-miscore:0.40
uniprotkb:P53971	uniprotkb:P40449	intact:EBI-28638|uniprotkb:D6W1F6	intact:EBI-25311|uniprotkb:D6VVC5	psi-mi:fap1_yeast(display_long)|uniprotkb:N2812(orf name)|uniprotkb:YNL023C(locus name)|uniprotkb:FAP1(gene name)|psi-mi:FAP1(display_short)	psi-mi:yiq1_yeast(display_long)|uniprotkb:YIL161W(locus name)	psi-mi:"MI:0676"(tandem affinity purification)	Krogan et al. (2006)	pubmed:16554755|imex:IM-15332|mint:MINT-5218454	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-7859173|mint:MINT-2317844|imex:IM-15332-14877	intact-miscore:0.63
uniprotkb:P53971	uniprotkb:P40449	intact:EBI-28638|uniprotkb:D6W1F6	intact:EBI-25311|uniprotkb:D6VVC5	psi-mi:fap1_yeast(display_long)|uniprotkb:N2812(orf name)|uniprotkb:YNL023C(locus name)|uniprotkb:FAP1(gene name)|psi-mi:FAP1(display_short)	psi-mi:yiq1_yeast(display_long)|uniprotkb:YIL161W(locus name)	psi-mi:"MI:0676"(tandem affinity purification)	Krogan et al. (2006)	pubmed:16554755|imex:IM-15332|mint:MINT-5218454	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-7301305|mint:MINT-2118603|imex:IM-15332-1705	intact-miscore:0.63
